	userId	Reputation	Views	UpVotes	DownVotes	postId	Score	ViewCount	CommentCount	Outlier
32305	11314	231	9	6	1	30589	2	113	1	DownVotes
32384	11405	606	156	36	1	29594	4	1252	3	DownVotes
32385	11405	606	156	36	1	29986	13	666	4	DownVotes
32386	11405	606	156	36	1	30448	2	93	12	DownVotes
32387	11405	606	156	36	1	30460	4	269	2	DownVotes
32388	11405	606	156	36	1	30942	8	391	12	DownVotes
32389	11405	606	156	36	1	31395	1	47	2	DownVotes
32390	11405	606	156	36	1	31849	15	1115	5	DownVotes
32391	11405	606	156	36	1	31909	2	104	2	DownVotes
32392	11405	606	156	36	1	32994	7	2032	11	DownVotes
32393	11405	606	156	36	1	33596	16	618	6	DownVotes
32395	11405	606	156	36	1	35231	3	1145	3	DownVotes
32396	11405	606	156	36	1	35955	18	1669	0	DownVotes
32397	11405	606	156	36	1	36193	4	325	1	DownVotes
32398	11405	606	156	36	1	37558	1	157	0	DownVotes
32399	11405	606	156	36	1	37683	4	167	0	DownVotes
32400	11405	606	156	36	1	38057	5	542	3	DownVotes
32401	11405	606	156	36	1	40410	1	1135	5	DownVotes
32402	11405	606	156	36	1	41628	3	374	2	DownVotes
32403	11405	606	156	36	1	41835	5	209	5	DownVotes
32404	11405	606	156	36	1	43168	4	516	0	DownVotes
32411	11409	230	37	25	1	28745	11	925	2	DownVotes
32448	11453	175	26	37	1	28870	1	432	1	DownVotes
32449	11453	175	26	37	1	28939	1	521	7	DownVotes
32450	11453	175	26	37	1	28942	1	778	8	DownVotes
32451	11453	175	26	37	1	29031	0	52	0	DownVotes
32452	11453	175	26	37	1	29047	0	65	0	DownVotes
32453	11453	175	26	37	1	43114	2	1404	0	DownVotes
32454	11453	175	26	37	1	43256	0	45	8	DownVotes
32455	11453	175	26	37	1	43267	0	194	0	DownVotes
32464	11456	413	21	21	1	42949	3	473	0	DownVotes
32467	11458	237	28	13	2	28881	2	373	7	DownVotes
32468	11458	237	28	13	2	28935	0	267	7	DownVotes
32538	11511	548	47	93	3	29039	3	842	0	DownVotes
32539	11511	548	47	93	3	31548	6	1123	1	DownVotes
32540	11511	548	47	93	3	32070	5	368	0	DownVotes
32541	11511	548	47	93	3	38975	5	1545	4	DownVotes
32542	11511	548	47	93	3	41655	27	1142	4	DownVotes
32613	11588	169	18	19	9	37951	9	370	14	DownVotes
32678	11634	545	45	100	2	29446	2	1402	3	DownVotes
32679	11634	545	45	100	2	30645	2	588	0	DownVotes
32680	11634	545	45	100	2	31397	5	2024	0	DownVotes
32681	11634	545	45	100	2	33683	6	1074	6	DownVotes
32683	11634	545	45	100	2	33780	65	32611	14	DownVotes
32684	11634	545	45	100	2	34268	2	244	0	DownVotes
32685	11634	545	45	100	2	35984	4	825	0	DownVotes
32686	11634	545	45	100	2	36174	8	339	0	DownVotes
32785	11748	916	176	408	5	29785	0	276	5	DownVotes
32786	11748	916	176	408	5	29844	2	151	0	DownVotes
32787	11748	916	176	408	5	30723	4	1446	5	DownVotes
32788	11748	916	176	408	5	31083	19	13582	2	DownVotes
32789	11748	916	176	408	5	31416	2	333	1	DownVotes
32790	11748	916	176	408	5	31798	2	188	4	DownVotes
32791	11748	916	176	408	5	31906	4	765	0	DownVotes
32792	11748	916	176	408	5	32400	4	203	5	DownVotes
32793	11748	916	176	408	5	32579	0	159	2	DownVotes
32794	11748	916	176	408	5	33210	1	345	0	DownVotes
32795	11748	916	176	408	5	35047	0	118	3	DownVotes
32796	11748	916	176	408	5	36145	6	963	1	DownVotes
32797	11748	916	176	408	5	37758	2	1485	1	DownVotes
32798	11748	916	176	408	5	38489	0	90	0	DownVotes
32799	11748	916	176	408	5	39119	1	518	0	DownVotes
32800	11748	916	176	408	5	41816	1	90	0	DownVotes
32801	11748	916	176	408	5	45696	3	192	3	DownVotes
32802	11748	916	176	408	5	46052	1	134	3	DownVotes
32954	11867	3174	540	244	4	30257	3	193	0	DownVotes
32956	11867	3174	540	244	4	30532	1	116	0	DownVotes
32961	11867	3174	540	244	4	32174	3	518	6	DownVotes
32962	11867	3174	540	244	4	32936	11	363	1	DownVotes
32964	11867	3174	540	244	4	41023	0	76	2	DownVotes
32968	11867	3174	540	244	4	44445	24	666	12	DownVotes
32973	11867	3174	540	244	4	45248	1	44	3	DownVotes
32976	11867	3174	540	244	4	45947	2	426	4	DownVotes
33045	11887	2555	284	460	57	38494	2	302	8	DownVotes
33091	11915	440	29	53	2	30245	6	228	22	DownVotes
33175	11981	5850	655	343	8	30468	11	877	2	DownVotes
33186	11981	5850	655	343	8	32430	4	231	1	DownVotes
33221	11981	5850	655	343	8	36005	4	711	4	DownVotes
33259	11981	5850	655	343	8	45267	7	177	0	DownVotes
33371	12060	306	13	10	1	30680	15	241	0	DownVotes
33374	12060	306	13	10	1	31249	2	234	0	DownVotes
33375	12060	306	13	10	1	31942	9	280	3	DownVotes
33449	12147	665	86	62	1	30934	4	681	0	DownVotes
33454	12147	665	86	62	1	43242	2	331	0	DownVotes
33456	12147	665	86	62	1	45018	1	251	0	DownVotes
33458	12147	665	86	62	1	45046	3	194	0	DownVotes
33459	12147	665	86	62	1	46246	2	368	0	DownVotes
33460	12147	665	86	62	1	47519	2	300	0	DownVotes
33461	12147	665	86	62	1	47855	1	874	4	DownVotes
33593	12265	566	66	15	1	34282	2	156	1	DownVotes
33643	12318	551	73	418	18	33282	5	448	0	DownVotes
33652	12318	551	73	418	18	35324	3	871	3	DownVotes
33653	12318	551	73	418	18	35683	2	753	0	DownVotes
33727	12347	400	28	31	6	31867	8	1983	5	DownVotes
33728	12347	400	28	31	6	32080	11	590	6	DownVotes
33729	12347	400	28	31	6	33235	6	337	2	DownVotes
33730	12347	400	28	31	6	33315	11	859	4	DownVotes
33731	12347	400	28	31	6	33453	14	6586	0	DownVotes
33732	12347	400	28	31	6	33749	3	429	6	DownVotes
33825	12446	156	22	51	1	31769	4	412	0	DownVotes
33826	12446	156	22	51	1	35168	2	83	0	DownVotes
33827	12446	156	22	51	1	37889	4	173	0	DownVotes
33828	12446	156	22	51	1	37891	2	120	0	DownVotes
33830	12446	156	22	51	1	45793	2	305	0	DownVotes
33912	12518	872	87	100	1	44447	4	194	2	DownVotes
33917	12518	872	87	100	1	45707	3	130	2	DownVotes
33927	12518	872	87	100	1	48302	1	151	0	DownVotes
33952	12540	500	52	20	2	32093	5	4436	4	DownVotes
33957	12540	500	52	20	2	32445	8	743	0	DownVotes
33960	12540	500	52	20	2	38844	1	1087	1	DownVotes
33961	12540	500	52	20	2	45988	2	1192	2	DownVotes
33962	12540	500	52	20	2	48030	2	202	0	DownVotes
33963	12540	500	52	20	2	48274	2	253	0	DownVotes
34094	12626	206	31	15	1	32313	2	809	0	DownVotes
34095	12626	206	31	15	1	40697	1	124	2	DownVotes
34096	12626	206	31	15	1	40749	2	301	1	DownVotes
34098	12626	206	31	15	1	44617	1	120	4	DownVotes
34099	12626	206	31	15	1	44704	2	535	0	DownVotes
34101	12626	206	31	15	1	46391	0	536	2	DownVotes
34163	12710	622	197	6	2	32594	0	143	0	DownVotes
34164	12710	622	197	6	2	33543	4	531	3	DownVotes
34165	12710	622	197	6	2	33558	3	141	1	DownVotes
34167	12710	622	197	6	2	33652	1	145	2	DownVotes
34168	12710	622	197	6	2	33656	3	80	3	DownVotes
34169	12710	622	197	6	2	33659	3	2260	1	DownVotes
34170	12710	622	197	6	2	33675	3	143	0	DownVotes
34172	12710	622	197	6	2	33698	6	287	3	DownVotes
34174	12710	622	197	6	2	33736	0	298	5	DownVotes
34176	12710	622	197	6	2	33876	0	157	3	DownVotes
34177	12710	622	197	6	2	33940	-1	229	1	DownVotes
34185	12710	622	197	6	2	35861	0	44	5	DownVotes
34187	12710	622	197	6	2	36093	1	711	3	DownVotes
34188	12710	622	197	6	2	36191	2	67	0	DownVotes
34189	12710	622	197	6	2	38086	0	93	5	DownVotes
34190	12710	622	197	6	2	41891	1	86	0	DownVotes
34191	12710	622	197	6	2	44279	3	442	1	DownVotes
34192	12710	622	197	6	2	44335	2	66	6	DownVotes
34193	12710	622	197	6	2	48260	1	135	3	DownVotes
34274	12786	425	51	195	1	32794	16	835	1	DownVotes
34275	12786	425	51	195	1	34185	6	248	9	DownVotes
34276	12786	425	51	195	1	34306	1	149	0	DownVotes
34277	12786	425	51	195	1	39022	0	478	1	DownVotes
34278	12786	425	51	195	1	40876	15	4181	2	DownVotes
34280	12793	134	23	19	1	32815	3	448	11	DownVotes
34281	12793	134	23	19	1	43674	1	573	2	DownVotes
34327	12833	870	54	18	1	43542	1	177	2	DownVotes
34340	12842	213	23	6	1	35331	1	105	0	DownVotes
34387	12895	1335	121	26	5	33290	4	170	1	DownVotes
34391	12895	1335	121	26	5	33411	2	131	0	DownVotes
34393	12895	1335	121	26	5	33475	5	632	6	DownVotes
34458	12968	515	28	3	1	32991	8	451	7	DownVotes
34459	12968	515	28	3	1	43339	60	9210	6	DownVotes
34560	13047	4577	250	79	3	41205	0	236	0	DownVotes
34636	13138	3518	315	63	2	33859	2	481	9	DownVotes
34638	13138	3518	315	63	2	34106	3	618	0	DownVotes
34647	13138	3518	315	63	2	34493	4	816	0	DownVotes
34650	13138	3518	315	63	2	35088	7	211	4	DownVotes
34652	13138	3518	315	63	2	37455	4	266	0	DownVotes
34654	13138	3518	315	63	2	43663	1	61	1	DownVotes
34656	13138	3518	315	63	2	43988	1	203	0	DownVotes
34662	13138	3518	315	63	2	44486	3	375	0	DownVotes
34664	13138	3518	315	63	2	45539	0	2267	0	DownVotes
34670	13138	3518	315	63	2	46270	0	217	8	DownVotes
34671	13138	3518	315	63	2	46493	4	166	0	DownVotes
34758	13212	191	14	28	1	34088	2	477	0	DownVotes
34760	13212	191	14	28	1	34318	2	731	1	DownVotes
34786	13254	276	26	60	2	33516	4	901	5	DownVotes
34958	13419	220	8	1	1	45812	1	24	0	DownVotes
35031	13516	451	52	17	1	37807	0	89	3	DownVotes
35032	13516	451	52	17	1	40598	16	3494	1	DownVotes
35033	13516	451	52	17	1	40779	4	2715	3	DownVotes
35034	13516	451	52	17	1	41029	9	1595	0	DownVotes
35040	13516	451	52	17	1	46515	0	337	2	DownVotes
35085	13526	279	10	46	1	40574	2	53	3	DownVotes
35089	13526	279	10	46	1	43037	1	61	0	DownVotes
35090	13526	279	10	46	1	44977	7	1744	0	DownVotes
35127	13561	444	98	20	1	34616	10	2237	2	DownVotes
35128	13561	444	98	20	1	35021	5	1690	2	DownVotes
35129	13561	444	98	20	1	35123	13	75058	2	DownVotes
35130	13561	444	98	20	1	35204	4	189	5	DownVotes
35154	13587	315	15	41	6	35089	7	1029	3	DownVotes
35155	13587	315	15	41	6	44465	1	1093	3	DownVotes
35156	13587	315	15	41	6	46856	17	1966	1	DownVotes
35157	13587	315	15	41	6	47527	2	476	2	DownVotes
35244	13669	932	127	283	14	38249	4	337	0	DownVotes
35275	13684	415	30	18	4	37785	3	2791	1	DownVotes
35454	13915	328	29	7	1	36279	2	939	5	DownVotes
35455	13915	328	29	7	1	37405	6	2520	1	DownVotes
35462	13915	328	29	7	1	45224	3	122	3	DownVotes
35584	14066	143	27	8	1	36250	12	428	2	DownVotes
35822	14289	329	47	24	1	37811	-2	143	6	DownVotes
35823	14289	329	47	24	1	38523	0	254	2	DownVotes
35824	14289	329	47	24	1	38839	0	26	2	DownVotes
35825	14289	329	47	24	1	38841	3	1203	3	DownVotes
35826	14289	329	47	24	1	38873	1	102	0	DownVotes
35828	14289	329	47	24	1	39048	2	23	0	DownVotes
35832	14289	329	47	24	1	40752	0	172	3	DownVotes
35833	14289	329	47	24	1	41154	1	223	0	DownVotes
35834	14289	329	47	24	1	41704	12	5086	0	DownVotes
35838	14289	329	47	24	1	41745	1	92	1	DownVotes
35839	14289	329	47	24	1	43450	1	342	0	DownVotes
35840	14289	329	47	24	1	43577	2	1180	0	DownVotes
35841	14289	329	47	24	1	43752	0	231	0	DownVotes
35842	14289	329	47	24	1	43901	0	233	1	DownVotes
35843	14289	329	47	24	1	43905	-1	84	0	DownVotes
35844	14289	329	47	24	1	46101	1	175	1	DownVotes
35845	14289	329	47	24	1	46470	0	58	0	DownVotes
35875	14346	481	69	51	3	43050	3	174	3	DownVotes
35876	14346	481	69	51	3	45591	2	372	1	DownVotes
35877	14346	481	69	51	3	47742	0	60	3	DownVotes
35962	14434	2694	193	41	3	47438	4	202	6	DownVotes
36117	14640	763	89	108	5	38635	4	1755	1	DownVotes
36119	14640	763	89	108	5	44650	4	2492	0	DownVotes
36145	14661	279	62	4	1	38756	9	361	3	DownVotes
36213	14729	319	54	41	2	40958	3	1192	1	DownVotes
36215	14729	319	54	41	2	44733	3	999	0	DownVotes
36217	14729	319	54	41	2	46593	6	473	1	DownVotes
36219	14729	319	54	41	2	48014	2	101	0	DownVotes
36220	14730	1443	301	386	2	38881	4	529	5	DownVotes
36221	14730	1443	301	386	2	38897	2	188	0	DownVotes
36231	14730	1443	301	386	2	39006	6	272	1	DownVotes
36232	14730	1443	301	386	2	39007	1	396	0	DownVotes
36233	14730	1443	301	386	2	39018	2	345	7	DownVotes
36234	14730	1443	301	386	2	39027	12	320	2	DownVotes
36238	14730	1443	301	386	2	39076	1	274	6	DownVotes
36239	14730	1443	301	386	2	39077	1	466	6	DownVotes
36240	14730	1443	301	386	2	39081	2	587	0	DownVotes
36241	14730	1443	301	386	2	39082	16	924	16	DownVotes
36246	14730	1443	301	386	2	39177	14	382	5	DownVotes
36249	14730	1443	301	386	2	39188	4	150	0	DownVotes
36250	14730	1443	301	386	2	39192	4	192	3	DownVotes
36253	14730	1443	301	386	2	39240	2	118	3	DownVotes
36257	14730	1443	301	386	2	46383	2	58	0	DownVotes
36274	14741	1006	137	83	104	38893	1	153	1	DownVotes
36312	14803	2241	121	96	2	43157	0	1278	4	DownVotes
36313	14803	2241	121	96	2	43206	1	1002	0	DownVotes
36318	14803	2241	121	96	2	43645	1	125	0	DownVotes
36340	14836	312	73	6	1	39175	1	14	1	DownVotes
36341	14836	312	73	6	1	43928	2	96	7	DownVotes
36342	14836	312	73	6	1	44194	0	194	0	DownVotes
36343	14836	312	73	6	1	44845	1	257	0	DownVotes
36344	14836	312	73	6	1	44853	4	172	2	DownVotes
36345	14836	312	73	6	1	45920	3	1057	8	DownVotes
36346	14836	312	73	6	1	45982	1	338	1	DownVotes
36347	14836	312	73	6	1	46084	2	87	0	DownVotes
36348	14836	312	73	6	1	46241	2	99	0	DownVotes
36349	14836	312	73	6	1	46379	1	106	5	DownVotes
36350	14836	312	73	6	1	46389	1	1431	0	DownVotes
36351	14836	312	73	6	1	46534	0	282	6	DownVotes
36352	14836	312	73	6	1	47022	0	85	4	DownVotes
36353	14836	312	73	6	1	47040	1	353	6	DownVotes
36354	14836	312	73	6	1	47041	0	153	0	DownVotes
36355	14836	312	73	6	1	47048	0	391	1	DownVotes
36356	14836	312	73	6	1	47270	0	109	4	DownVotes
36357	14836	312	73	6	1	47535	1	78	3	DownVotes
36358	14836	312	73	6	1	47541	1	137	3	DownVotes
36359	14836	312	73	6	1	47801	2	136	4	DownVotes
36360	14836	312	73	6	1	48123	0	157	9	DownVotes
36361	14836	312	73	6	1	48129	2	135	0	DownVotes
36362	14836	312	73	6	1	48185	2	124	2	DownVotes
36363	14836	312	73	6	1	48213	1	123	8	DownVotes
36364	14836	312	73	6	1	48262	1	384	4	DownVotes
36372	14843	196	27	12	1	39149	1	431	0	DownVotes
36420	14860	1285	261	94	60	41014	3	466	0	DownVotes
36421	14860	1285	261	94	60	43243	2	1344	0	DownVotes
36428	14860	1285	261	94	60	45184	3	4282	5	DownVotes
36559	15997	231	10	20	1	41506	5	75	5	DownVotes
36624	16049	1460	183	288	1	46719	10	1348	2	DownVotes
36746	16175	423	105	30	1	41019	3	140	5	DownVotes
36747	16175	423	105	30	1	41333	5	111	1	DownVotes
36750	16175	423	105	30	1	44370	0	135	5	DownVotes
36751	16175	423	105	30	1	46019	14	2392	7	DownVotes
36752	16175	423	105	30	1	46302	-2	1288	10	DownVotes
36862	16297	2108	163	92	10	44892	18	718	5	DownVotes
36900	16319	293	36	123	1	43900	10	466	3	DownVotes
37066	16542	263	24	3	1	43144	12	1382	2	DownVotes
37080	16557	294	34	20	1	40907	2	4198	6	DownVotes
37081	16557	294	34	20	1	41937	1	3760	5	DownVotes
37082	16557	294	34	20	1	42956	1	16604	0	DownVotes
37083	16557	294	34	20	1	43087	0	328	1	DownVotes
37084	16557	294	34	20	1	43092	1	75	1	DownVotes
37085	16557	294	34	20	1	43119	4	2077	2	DownVotes
37086	16557	294	34	20	1	43787	0	337	1	DownVotes
37087	16557	294	34	20	1	44203	2	189	1	DownVotes
37088	16557	294	34	20	1	44403	3	2122	1	DownVotes
37089	16557	294	34	20	1	44416	2	193	3	DownVotes
37090	16557	294	34	20	1	44484	11	7574	3	DownVotes
37091	16557	294	34	20	1	45159	3	315	3	DownVotes
37092	16557	294	34	20	1	45236	2	8483	0	DownVotes
37093	16557	294	34	20	1	45952	0	120	6	DownVotes
37094	16557	294	34	20	1	45957	1	431	0	DownVotes
37123	16596	611	49	46	1	46425	2	2026	1	DownVotes
37175	16663	1062	51	48	2	44737	2	119	9	DownVotes
37258	16811	312	135	143	8	44846	5	181	8	DownVotes
37259	16811	312	135	143	8	44963	1	244	1	DownVotes
37260	16811	312	135	143	8	45259	2	112	1	DownVotes
37261	16811	312	135	143	8	45482	0	3114	0	DownVotes
37263	16811	312	135	143	8	45836	0	74	3	DownVotes
37264	16811	312	135	143	8	45840	1	21	3	DownVotes
37265	16811	312	135	143	8	45842	7	245	24	DownVotes
37266	16811	312	135	143	8	45897	4	155	3	DownVotes
37267	16811	312	135	143	8	45968	12	293	2	DownVotes
37268	16811	312	135	143	8	46142	3	87	2	DownVotes
37269	16811	312	135	143	8	46371	1	326	0	DownVotes
37270	16811	312	135	143	8	46434	23	1059	6	DownVotes
37271	16811	312	135	143	8	46467	4	123	2	DownVotes
37272	16811	312	135	143	8	46558	4	367	3	DownVotes
37273	16811	312	135	143	8	46591	1	115	2	DownVotes
37274	16811	312	135	143	8	46595	6	468	3	DownVotes
37275	16811	312	135	143	8	46688	1	228	0	DownVotes
37276	16811	312	135	143	8	46751	1	204	0	DownVotes
37277	16811	312	135	143	8	46819	2	104	3	DownVotes
37278	16811	312	135	143	8	47404	1	295	0	DownVotes
37279	16811	312	135	143	8	47495	1	185	0	DownVotes
37401	16949	225	35	22	2	43842	3	180	0	DownVotes
37402	16949	225	35	22	2	43846	0	250	0	DownVotes
37403	16949	225	35	22	2	43867	20	705	2	DownVotes
37404	16949	225	35	22	2	45381	1	94	6	DownVotes
37405	16949	225	35	22	2	47233	3	95	2	DownVotes
37406	16949	225	35	22	2	47235	0	92	0	DownVotes
37493	17023	221	28	7	2	44021	7	174	2	DownVotes
37534	17062	181	47	7	1	44117	1	1182	0	DownVotes
37535	17062	181	47	7	1	44134	5	2250	7	DownVotes
37824	17359	1597	126	183	5	44798	8	146	5	DownVotes
37826	17359	1597	126	183	5	45241	2	373	2	DownVotes
37827	17359	1597	126	183	5	45446	1	244	1	DownVotes
37828	17359	1597	126	183	5	46226	8	1637	3	DownVotes
37833	17359	1597	126	183	5	48032	3	92	1	DownVotes
37869	17398	196	38	1	1	44995	1	437	2	DownVotes
37947	17475	354	17	10	1	45254	5	81	8	DownVotes
37950	17475	354	17	10	1	45428	2	134	0	DownVotes
38316	18086	141	7	2	1	46502	0	225	2	DownVotes
38715	19676	170	7	6	1	47739	1	58	4	DownVotes
38879	25133	477	46	96	1	13446	1	1678	0	DownVotes
38880	25133	477	46	96	1	13471	2	1082	2	DownVotes
38881	25133	477	46	96	1	13478	2	492	4	DownVotes
38882	25133	477	46	96	1	13485	2	564	0	DownVotes
38883	25133	477	46	96	1	13532	7	1981	2	DownVotes
38884	25133	477	46	96	1	13560	6	1764	2	DownVotes
38885	25133	477	46	96	1	13733	2	281	1	DownVotes
38886	25133	477	46	96	1	13875	6	869	0	DownVotes
38887	25133	477	46	96	1	14019	2	147	0	DownVotes
38888	25133	477	46	96	1	14048	3	1094	4	DownVotes
38889	25133	477	46	96	1	14118	4	7773	3	DownVotes
38890	25133	477	46	96	1	14524	11	15780	6	DownVotes
38891	25133	477	46	96	1	14574	3	221	0	DownVotes
38892	25133	477	46	96	1	14898	5	307	5	DownVotes
38893	25133	477	46	96	1	14910	0	305	2	DownVotes
38894	25133	477	46	96	1	15529	7	409	0	DownVotes
38895	25133	477	46	96	1	22780	0	89	2	DownVotes
38896	25133	477	46	96	1	29007	1	271	4	DownVotes
38897	25133	477	46	96	1	29179	4	190	2	DownVotes
38898	25133	477	46	96	1	48163	1	172	0	DownVotes
38899	25133	477	46	96	1	48208	0	132	5	DownVotes
38959	46522	235	13	27	1	17461	3	166	0	DownVotes
123	5	6792	1145	662	5	6	152	29229	5	Score
131	5	6792	1145	662	5	103	28	1990	6	Score
133	5	6792	1145	662	5	125	75	29261	2	Score
145	5	6792	1145	662	5	423	156	64481	7	Score
177	5	6792	1145	662	5	1826	26	2762	1	Score
190	5	6792	1145	662	5	2072	13	520	2	Score
191	5	6792	1145	662	5	2077	21	9878	0	Score
194	5	6792	1145	662	5	2149	22	4469	0	Score
198	5	6792	1145	662	5	2213	15	3182	2	Score
201	5	6792	1145	662	5	2245	24	1475	2	Score
252	7	429	56	20	0	643	21	1582	2	Score
254	8	6764	1089	604	25	1	23	1278	1	Score
256	8	6764	1089	604	25	36	41	67396	7	Score
260	8	6764	1089	604	25	114	30	1220	1	Score
263	8	6764	1089	604	25	168	17	1022	1	Score
264	8	6764	1089	604	25	170	56	7733	1	Score
284	8	6764	1089	604	25	1173	13	1765	5	Score
313	8	6764	1089	604	25	2348	15	795	4	Score
331	8	6764	1089	604	25	3460	29	1068	0	Score
333	8	6764	1089	604	25	3532	12	422	0	Score
336	8	6764	1089	604	25	3814	73	4526	2	Score
345	8	6764	1089	604	25	5184	12	1575	3	Score
379	11	136	10	10	0	1194	29	5877	17	Score
383	13	817	178	44	1	31	66	175495	3	Score
385	13	817	178	44	1	175	29	28291	1	Score
392	17	345	14	13	1	53	40	25962	4	Score
395	18	128	8	16	0	3	54	3613	4	Score
399	22	591	90	693	6	73	24	5717	5	Score
432	23	308	52	34	1	4	13	5224	2	Score
435	24	344	48	36	1	2	22	8198	1	Score
436	24	344	48	36	1	10	23	21925	4	Score
458	25	4968	641	328	23	1844	13	3142	7	Score
471	25	4968	641	328	23	12002	14	3883	6	Score
492	25	4968	641	328	23	31591	21	1131	11	Score
514	26	3150	257	138	7	7358	16	4065	1	Score
583	30	2185	312	40	3	841	14	1016	2	Score
586	30	2185	312	40	3	2772	15	1544	5	Score
595	30	2185	312	40	3	6421	29	1806	5	Score
600	30	2185	312	40	3	7860	21	1926	1	Score
605	30	2185	312	40	3	11872	12	1210	0	Score
636	36	1570	173	26	1	7225	12	2983	8	Score
637	36	1570	173	26	1	7357	16	2435	0	Score
638	36	1570	173	26	1	8044	13	482	8	Score
641	36	1570	173	26	1	14002	42	14706	0	Score
645	36	1570	173	26	1	31726	12	7912	1	Score
649	38	133	15	1	0	7	76	5808	3	Score
679	52	861	62	12	0	5414	16	1016	0	Score
685	52	861	62	12	0	26088	87	11927	3	Score
729	59	402	82	51	0	1252	22	5329	1	Score
768	62	549	90	13	3	50	18	2414	4	Score
780	66	614	102	12	0	22	102	21916	1	Score
786	68	503	42	10	0	517	13	1760	2	Score
798	71	1936	328	2317	1	173	15	2519	0	Score
804	71	1936	328	2317	1	2272	71	24738	2	Score
857	74	2316	1126	74	65	165	56	22890	3	Score
864	74	2316	1126	74	65	363	52	5188	2	Score
883	74	2316	1126	74	65	2125	26	36345	3	Score
889	74	2316	1126	74	65	2499	18	4758	4	Score
922	75	321	44	4	0	26	18	3476	14	Score
924	75	321	44	4	0	942	15	1955	0	Score
925	77	260	8	36	0	418	13	1382	1	Score
945	82	685	49	68	0	5387	14	4277	3	Score
969	83	804	64	11	0	118	122	39118	11	Score
970	85	176	25	3	0	220	14	9481	2	Score
974	87	740	89	58	2	196	19	4090	2	Score
1016	88	14082	3320	4235	126	631	22	4341	0	Score
1061	88	14082	3320	4235	126	2179	17	2486	0	Score
1114	88	14082	3320	4235	126	4211	15	1230	0	Score
1145	88	14082	3320	4235	126	6298	22	3093	4	Score
1292	89	1281	105	61	4	411	31	3293	8	Score
1293	89	1281	105	61	4	414	20	5291	0	Score
1300	90	561	287	27	0	130	30	7111	10	Score
1302	90	561	287	27	0	270	12	1291	0	Score
1356	107	160	14	20	3	614	22	2267	6	Score
1361	110	443	59	9	1	1610	38	11197	11	Score
1364	110	443	59	9	1	1668	12	1518	0	Score
1373	114	708	61	44	1	97	35	14608	1	Score
1408	125	391	31	0	0	298	55	67592	4	Score
1425	131	216	14	6	0	124	23	1131	0	Score
1451	142	185	19	10	0	138	67	14326	4	Score
1456	144	1396	269	477	1	146	12	4419	3	Score
1458	144	1396	269	477	1	612	12	3981	4	Score
1464	144	1396	269	477	1	1764	17	1101	6	Score
1472	144	1396	269	477	1	6350	18	16285	5	Score
1499	148	228	11	12	0	1458	23	2431	1	Score
1500	154	321	23	6	0	155	27	3293	2	Score
1513	159	18283	3781	1014	59	181	50	39097	0	Score
1515	159	18283	3781	1014	59	213	51	9772	3	Score
1523	159	18283	3781	1014	59	534	44	11149	6	Score
1527	159	18283	3781	1014	59	622	15	3833	0	Score
1549	159	18283	3781	1014	59	1444	66	28878	5	Score
1583	159	18283	3781	1014	59	3752	12	366	6	Score
1734	172	564	113	15	0	1053	17	1552	1	Score
1736	172	564	113	15	0	1736	17	2791	2	Score
1741	172	564	113	15	0	30159	27	2447	2	Score
1756	174	792	78	163	4	539	34	9369	2	Score
1757	174	792	78	163	4	1815	21	5593	4	Score
1772	179	1416	147	352	10	3331	25	3894	6	Score
1781	179	1416	147	352	10	13686	42	4982	2	Score
1810	183	22625	4069	2496	45	203	16	6033	2	Score
1814	183	22625	4069	2496	45	485	48	4470	3	Score
1841	183	22625	4069	2496	45	1580	12	7655	2	Score
1867	183	22625	4069	2496	45	1980	53	2985	0	Score
1889	183	22625	4069	2496	45	2432	13	1030	3	Score
